"Vertical Axis: Sent/Received Requests/s","Horizontal Axis: Time since start of test [s] (time values are fractions of a day)"
"20.5589313","1.94758850419136",""
"30.8606501","1.94142420316865",""
"41.1567352","1.84536207674484",""
"51.440003","1.84766208897687",""
"61.7349351","1.55416315919563",""
"72.0370001","1.84429083464721",""
"82.3516315","1.8420439373821",""
"92.6546233","1.74706574242359",""
"102.9438686","1.9437777448761",""
